id,amount,counterparty,account,type,timestamp,label,jurisdiction,account_age_days,daily_txn_count
txn_01585,9711.0,Pinnacle Holdings,FXJB04991547887287,internal,2024-04-15T10:47:00,normal,UK,107,1
txn_01586,1281.45,GlobalTech Inc,BXKB09788208121913,ach,2024-04-19T13:05:00,normal,CA,3183,1
txn_01587,240.5,Summit Capital,QSAT27532697311219,ach,2024-04-17T08:31:00,normal,CH,2016,1
txn_01588,8712.19,Delta Systems,HEWK36729466711684,ach,2024-04-15T12:42:00,normal,FR,3427,1
txn_01589,10000.0,Shell Corp International,BBRJ27109477752047,ach,2024-04-21T23:30:00,suspicious,PA,5,1
txn_01590,796.05,Atlas Financial,YSTC02290147679764,internal,2024-04-16T08:46:00,normal,DE,2617,1
txn_01591,423.9,Vanguard Services,LNNO01065133387262,ach,2024-04-15T16:29:00,normal,CA,1325,2
txn_01592,1364.23,Vanguard Services,DGZE37058957829114,wire,2024-04-19T13:36:00,normal,FR,2743,1
txn_01593,27919.27,Rapid Transfer SA,YVOW72217043030548,wire,2024-04-19T23:04:00,suspicious,VU,19,1
txn_01594,41092.36,Panama Global SA,QSKD71870262174596,ach,2024-04-21T02:17:00,suspicious,BZ,60,1
txn_01595,708.42,Nordic Ventures,NWEP13611155426221,ach,2024-04-15T14:36:00,normal,UK,466,1
txn_01596,5914.85,Delta Systems,OIVA74821759464743,wire,2024-04-15T12:11:00,normal,FR,1149,1
txn_01597,909.91,Delta Systems,RXGB46990139837354,wire,2024-04-16T13:42:00,normal,AU,2743,1
txn_01598,336.74,Horizon Group,EVHB91307562636897,wire,2024-04-17T14:08:00,normal,DE,1736,1
txn_01599,854.75,Vanguard Services,GOWI52991241904966,ach,2024-04-15T14:35:00,normal,DE,2915,2
txn_01600,10401.81,Anonymous Trading BVI,ATKP01543039117182,wire,2024-04-28T23:22:00,suspicious,WS,46,1
txn_01601,5432.43,Acme Corp,DCMP19022941318699,internal,2024-04-22T09:12:00,normal,UK,3478,1
txn_01602,453.05,Delta Systems,TUSR56984789611836,wire,2024-04-24T08:07:00,normal,JP,1843,1
txn_01603,10000.0,Anonymous Trading BVI,JXKH52181883552312,wire,2024-04-26T01:10:00,suspicious,WS,12,1
txn_01604,509.29,Acme Corp,TUSR56984789611836,ach,2024-04-23T08:58:00,normal,JP,1843,1
txn_01605,153.07,Pinnacle Holdings,EDBJ69632595327877,wire,2024-04-25T13:03:00,normal,AU,485,1
txn_01606,1419.7,Delta Systems,KCYH43320037917693,wire,2024-04-25T14:26:00,normal,BR,493,1
txn_01607,2334.34,Summit Capital,LNNO01065133387262,ach,2024-04-22T15:08:00,normal,CA,1325,1
txn_01608,111.82,Delta Systems,WWMP63201632870831,ach,2024-04-26T11:48:00,normal,AE,3440,1
txn_01609,10000.0,Offshore Holdings Ltd,HJWJ71349361832421,wire,2024-04-28T22:24:00,suspicious,VG,59,1
txn_01610,10000.0,Unnamed Trust,OKNU92459375265479,wire,2024-04-24T04:11:00,suspicious,KY,72,1
txn_01611,450.71,Pinnacle Holdings,UVNM09379660334191,ach,2024-04-24T15:08:00,normal,CH,1986,1
txn_01612,907.56,Blue Ridge Capital,XQBV59296222927065,wire,2024-04-24T08:22:00,normal,AU,3544,1
txn_01613,471.03,Acme Corp,QSAT27532697311219,ach,2024-04-26T08:31:00,normal,CH,2016,1
txn_01614,147460.13,Anonymous Trading BVI,KZQI04499727875588,wire,2024-04-23T08:27:00,violation,VG,18,1
txn_01615,1518.65,Meridian Partners,JMNY59051518644925,wire,2024-04-22T14:16:00,normal,AU,2388,1
txn_01616,2331.15,Eagle Partners,VBFH80617445187053,ach,2024-04-26T14:10:00,normal,FR,3610,1
txn_01617,2226.25,Meridian Partners,PBJN22656766182512,internal,2024-04-22T16:28:00,normal,UK,1571,1
txn_01618,10000.0,Unknown Entity LLC,VUML82029702135569,wire,2024-04-26T01:41:00,suspicious,TR,34,1
txn_01619,10000.0,Unknown Entity LLC,ANPD65726284987769,wire,2024-04-24T05:02:00,suspicious,PA,47,1
txn_01620,325771.31,Unnamed Trust,LHSN21851888880670,wire,2024-04-25T20:23:00,violation,BZ,20,1
txn_01621,980.22,Sterling Industries,BXKB09788208121913,ach,2024-04-23T14:15:00,normal,CA,3183,1
txn_01622,673.29,GlobalTech Inc,JVNK64823662994680,wire,2024-04-22T15:07:00,normal,MX,1833,2
txn_01623,389.65,Horizon Group,BFMA64746872343098,wire,2024-04-25T13:35:00,normal,US,2531,1
txn_01624,755.6,GlobalTech Inc,USFY26801824225358,wire,2024-04-23T11:27:00,normal,CA,1695,1
txn_01625,511.4,Atlas Financial,UTLS31034131647525,ach,2024-04-22T11:55:00,normal,CH,1654,1
txn_01626,911.85,Atlas Financial,SDIY85807836134074,ach,2024-04-25T13:28:00,normal,ZA,3290,1
txn_01627,591.88,Sterling Industries,LNNO01065133387262,internal,2024-04-24T18:33:00,normal,CA,1325,1
txn_01628,691.93,Acme Corp,OUAB76617711592124,ach,2024-04-23T11:01:00,normal,DE,928,2
txn_01629,1494.68,Eagle Partners,BBRJ27109477752047,wire,2024-04-26T10:16:00,normal,CH,879,1
txn_01630,5223.06,Blue Ridge Capital,TBNX59401399049027,ach,2024-04-23T13:38:00,normal,CH,2175,1
txn_01631,29192.94,Shell Corp International,COFW71551884422583,wire,2024-04-27T03:33:00,suspicious,PA,61,1
txn_01632,2358.1,Acme Corp,LGVI19283276483503,ach,2024-04-24T08:40:00,normal,US,1042,1
txn_01633,4982.13,Sterling Industries,KCYH43320037917693,wire,2024-04-22T15:58:00,normal,BR,493,1
txn_01634,370.91,Sterling Industries,BZKM41395376724238,wire,2024-04-26T12:48:00,normal,AU,1430,1
txn_01635,238.23,Summit Capital,UDAX43321819600133,wire,2024-04-24T08:50:00,normal,AU,3281,1
txn_01636,2815.51,Blue Ridge Capital,MPDH69594406409097,wire,2024-04-25T08:59:00,normal,BR,2053,1
txn_01637,355552.64,Panama Global SA,IGZD52742054932966,wire,2024-04-22T20:12:00,violation,BZ,22,1
txn_01638,144.88,Coastal Ventures,WWMP63201632870831,internal,2024-04-24T14:06:00,normal,AE,3440,1
txn_01639,65.64,Summit Capital,ADIF94019655698169,internal,2024-04-23T08:14:00,normal,UK,1160,1
txn_01640,2294.16,Atlas Financial,AXFP86814473947312,wire,2024-04-26T14:36:00,normal,CH,2364,1
txn_01641,5260.73,Summit Capital,MWXP86691251778528,ach,2024-04-26T17:54:00,normal,US,426,1
txn_01642,4498.81,Sterling Industries,SREN20450533158692,ach,2024-04-22T10:40:00,normal,BR,830,1
txn_01643,419674.33,Panama Global SA,OQWL19108839822587,wire,2024-04-24T07:43:00,violation,WS,29,1
txn_01644,17745.14,Unknown Entity LLC,XRBL31003309232719,ach,2024-04-26T22:01:00,suspicious,BR,52,1
txn_01645,3081.75,Delta Systems,JYZH95339421047095,wire,2024-04-23T08:36:00,normal,FR,2124,1
txn_01646,2733.99,Eagle Partners,QLAL42357332214188,internal,2024-04-22T16:26:00,normal,TR,3629,1
txn_01647,1084.6,Blue Ridge Capital,JPAC68733950047974,internal,2024-04-24T14:38:00,normal,CH,300,1
txn_01648,678.4,Summit Capital,TBJV21020275884252,wire,2024-04-26T15:17:00,normal,CA,2462,1
txn_01649,3435.52,GlobalTech Inc,LMOY98250714611254,ach,2024-04-25T14:42:00,normal,CA,1557,1
txn_01650,6467.66,Coastal Ventures,DHHC50983930103105,ach,2024-04-22T15:50:00,normal,ZA,602,1
txn_01651,850.71,Horizon Group,CPOU44905814770054,internal,2024-04-26T11:35:00,normal,FR,797,1
txn_01652,5508.26,Pacific Trading Co,KJKR92975001701277,internal,2024-04-25T15:11:00,normal,JP,1259,1
txn_01653,10000.0,Offshore Holdings Ltd,YANE31203875099770,wire,2024-04-28T23:59:00,suspicious,VU,66,1
txn_01654,148.29,Apex Solutions,CNDX52809885165604,wire,2024-04-23T08:59:00,normal,AU,824,1
txn_01655,1078.18,Horizon Group,VSVM19431142626551,ach,2024-04-26T11:36:00,normal,US,2141,1
txn_01656,4065.51,Eagle Partners,QKCM12275304637454,ach,2024-04-24T16:25:00,normal,JP,240,1
txn_01657,2961.69,Meridian Partners,KEMS65827109104300,ach,2024-04-22T14:39:00,normal,CH,2182,1
txn_01658,372.19,Vanguard Services,OUAB76617711592124,ach,2024-04-23T13:52:00,normal,DE,928,2
txn_01659,313.51,Summit Capital,JVNK64823662994680,ach,2024-04-22T13:21:00,normal,MX,1833,2
txn_01660,45575.47,Unnamed Trust,DHHC50983930103105,ach,2024-04-27T22:58:00,suspicious,PA,64,1
txn_01661,6452.18,Acme Corp,XRBL31003309232719,wire,2024-04-24T08:17:00,normal,FR,359,1
txn_01662,7020.23,Pinnacle Holdings,MRPI03450541566765,ach,2024-04-22T10:49:00,normal,BR,3209,1
txn_01663,2627.81,Blue Ridge Capital,IRSS64235369378547,ach,2024-04-22T08:55:00,normal,CA,3347,1
txn_01664,626.89,Atlas Financial,OVZJ06403910651801,wire,2024-04-25T11:33:00,normal,FR,2532,1
txn_01665,5180.85,Horizon Group,YSTC02290147679764,wire,2024-04-26T13:42:00,normal,DE,2617,1
txn_01666,1279.83,Pacific Trading Co,ZOBR66882634351751,wire,2024-04-26T13:24:00,normal,DE,3288,1
txn_01667,7341.94,Horizon Group,HFZZ26025634216073,ach,2024-04-25T14:23:00,normal,AU,3155,1
txn_01668,1010.19,GlobalTech Inc,QMNT29662782827422,ach,2024-04-25T08:43:00,normal,JP,1888,1
txn_01669,6241.72,Pinnacle Holdings,IRSS64235369378547,internal,2024-04-25T13:45:00,normal,CA,3347,1
txn_01670,543.58,Acme Corp,OUIX73384842199330,ach,2024-04-25T13:31:00,normal,UK,1218,1
txn_01671,341.07,Summit Capital,RIXS69653287101226,wire,2024-04-26T15:16:00,normal,MX,3008,1
txn_01672,12493.42,Cayman Investments Ltd,XNQD17758917839084,wire,2024-04-28T23:03:00,suspicious,VG,2,1
txn_01673,233.45,Acme Corp,CNDX52809885165604,ach,2024-04-25T12:21:00,normal,AU,824,1
txn_01674,1114.61,Blue Ridge Capital,OHNK76615654527111,internal,2024-04-24T09:16:00,normal,CA,2479,1
txn_01675,10000.0,Anonymous Trading BVI,EHMW23166587603669,wire,2024-04-28T23:40:00,suspicious,VG,7,1
txn_01676,984.81,Summit Capital,YKDC61559407816184,ach,2024-04-23T13:07:00,normal,CH,711,1
txn_01677,2399.24,Blue Ridge Capital,XNQD17758917839084,ach,2024-04-25T17:19:00,normal,CH,1958,1
txn_01678,212.71,Apex Solutions,TBJV21020275884252,wire,2024-04-22T12:05:00,normal,CA,2462,1
txn_01679,1974.37,Atlas Financial,OIVA74821759464743,internal,2024-04-26T14:00:00,normal,FR,1149,1
txn_01680,6593.97,Vanguard Services,AGGX17393638546785,wire,2024-04-26T12:08:00,normal,US,383,1
txn_01681,3157.33,Pinnacle Holdings,XRKL74443135182337,ach,2024-04-24T14:28:00,normal,UK,1692,1
txn_01682,10000.0,Unnamed Trust,XECJ56232858842474,wire,2024-04-23T03:03:00,suspicious,PA,62,1
txn_01683,661.92,GlobalTech Inc,DMAK29751613696816,internal,2024-04-25T11:55:00,normal,UK,465,1
txn_01684,1371.7,Pinnacle Holdings,OVZJ06403910651801,wire,2024-04-23T18:19:00,normal,FR,2532,1
txn_01685,3791.17,Sterling Industries,LMOY98250714611254,wire,2024-04-24T10:23:00,normal,CA,1557,1
txn_01686,650.74,Pinnacle Holdings,OAXX48281489325288,ach,2024-04-24T11:47:00,normal,US,2478,1
txn_01687,890.11,Eagle Partners,ELCH54278498084124,wire,2024-04-26T13:39:00,normal,MX,94,1
txn_01688,2884.6,Pacific Trading Co,GWSP40148902503926,wire,2024-04-23T15:15:00,normal,AU,1659,1
txn_01689,2593.53,Eagle Partners,KFMT49588879470551,internal,2024-04-22T10:57:00,normal,CA,1985,1
txn_01690,1921.42,GlobalTech Inc,RITR25449481260422,ach,2024-04-23T17:52:00,normal,AU,1361,1
txn_01691,376.07,Pinnacle Holdings,GYQD56149784036900,internal,2024-04-23T10:20:00,normal,CH,2996,1
txn_01692,27647.66,Cayman Investments Ltd,CJFS39685621850163,wire,2024-04-27T01:32:00,suspicious,KY,65,1
txn_01693,1182.84,Apex Solutions,ZKHE93183933529042,internal,2024-04-24T16:58:00,normal,CA,2553,1
txn_01694,657.51,Apex Solutions,XECJ56232858842474,wire,2024-04-26T12:56:00,normal,CH,1487,1
txn_01695,880.34,Atlas Financial,BXKB09788208121913,wire,2024-04-24T16:15:00,normal,CA,3183,1
txn_01696,400.84,Blue Ridge Capital,SXSA45301742684145,ach,2024-04-26T14:47:00,normal,DE,1598,1
txn_01697,11799.82,Pinnacle Holdings,AGGX17393638546785,ach,2024-04-25T08:37:00,normal,US,383,1
txn_01698,1765.44,GlobalTech Inc,GIBW60883561595148,internal,2024-04-25T18:14:00,normal,US,3574,1
txn_01699,316178.81,Unnamed Trust,ANGW24241541520643,wire,2024-04-27T12:16:00,violation,PA,5,1
txn_01700,20038.06,Panama Global SA,TBNX59401399049027,wire,2024-05-04T01:09:00,suspicious,AE,21,1
txn_01701,1931.92,Summit Capital,HXBM73830284395995,ach,2024-04-30T15:14:00,normal,AU,399,1
txn_01702,1033.2,Acme Corp,LGVI19283276483503,wire,2024-04-29T09:58:00,normal,US,1042,1
txn_01703,2242.46,Blue Ridge Capital,VSVM19431142626551,internal,2024-04-30T08:23:00,normal,US,2141,1
txn_01704,2142.35,GlobalTech Inc,ZKHE93183933529042,internal,2024-04-29T12:37:00,normal,CA,2553,1
txn_01705,7979.53,Acme Corp,UOWJ61200471138267,ach,2024-04-29T16:02:00,normal,AU,2090,1
txn_01706,1434.92,Blue Ridge Capital,NUCW10371293870051,ach,2024-05-01T10:21:00,normal,BR,2582,1
txn_01707,353.93,Apex Solutions,ELCH54278498084124,internal,2024-05-02T10:58:00,normal,MX,94,1
txn_01708,1551.17,Eagle Partners,SREN20450533158692,ach,2024-05-03T10:17:00,normal,BR,830,1
txn_01709,1852.68,Blue Ridge Capital,UGYJ54019380262067,wire,2024-05-03T10:09:00,normal,CH,440,1
txn_01710,4750.16,Horizon Group,KJKR92975001701277,ach,2024-04-29T13:33:00,normal,JP,1259,1
txn_01711,13501.71,Meridian Partners,PBJN22656766182512,internal,2024-05-02T18:50:00,normal,UK,1571,1
txn_01712,4343.54,Delta Systems,TCMM97848018451462,internal,2024-04-29T12:36:00,normal,JP,790,1
txn_01713,303.98,Summit Capital,BZKM41395376724238,internal,2024-05-03T14:36:00,normal,AU,1430,2
txn_01714,837.82,Nordic Ventures,UTLS31034131647525,ach,2024-05-02T12:23:00,normal,CH,1654,2
txn_01715,206.18,Meridian Partners,WWMP63201632870831,ach,2024-05-03T11:11:00,normal,AE,3440,1
txn_01716,6512.74,Blue Ridge Capital,THHE72795687833918,ach,2024-05-03T14:45:00,normal,JP,1629,1
txn_01717,1136.19,Sterling Industries,AXFP86814473947312,wire,2024-04-29T13:51:00,normal,CH,2364,1
txn_01718,1978.36,Coastal Ventures,NUCW10371293870051,wire,2024-04-29T12:20:00,normal,BR,2582,1
txn_01719,13533.69,Cayman Investments Ltd,UDAX43321819600133,wire,2024-04-29T02:46:00,suspicious,KY,44,1
txn_01720,7282.5,Nordic Ventures,UMLI05153195205852,ach,2024-05-03T15:39:00,normal,DE,787,1
txn_01721,1488.85,Summit Capital,QTAR38637940265423,wire,2024-05-03T12:11:00,normal,DE,2225,1
txn_01722,386.07,Eagle Partners,XECJ56232858842474,ach,2024-05-01T08:00:00,normal,CH,1487,1
txn_01723,302.26,Summit Capital,BFMA64746872343098,ach,2024-05-01T16:00:00,normal,US,2531,1
txn_01724,362774.9,Offshore Holdings Ltd,JVNK64823662994680,wire,2024-04-30T10:27:00,violation,KY,24,1
txn_01725,356.96,Nordic Ventures,EBOD51820377889255,wire,2024-05-02T12:37:00,normal,US,2299,1
txn_01726,202570.27,Unnamed Trust,QTAR38637940265423,wire,2024-05-05T22:41:00,violation,KY,18,1
txn_01727,821.5,Delta Systems,RITR25449481260422,ach,2024-05-03T14:33:00,normal,AU,1361,1
txn_01728,391.6,Pinnacle Holdings,JILQ77175355609320,ach,2024-04-29T12:39:00,normal,AU,1327,1
txn_01729,2497.01,Sterling Industries,BFZJ99471746488771,internal,2024-04-29T13:02:00,normal,JP,3570,1
txn_01730,18314.77,Apex Solutions,DHHC50983930103105,internal,2024-05-01T16:13:00,normal,ZA,602,1
txn_01731,6521.38,GlobalTech Inc,MPDH69594406409097,internal,2024-04-30T08:26:00,normal,BR,2053,1
txn_01732,274168.69,Rapid Transfer SA,LVXV49651370985931,wire,2024-05-02T23:28:00,violation,PA,23,1
txn_01733,22697.48,Unnamed Trust,OIVA74821759464743,wire,2024-05-04T04:24:00,suspicious,ZA,18,1
txn_01734,2561.69,Nordic Ventures,THHE72795687833918,internal,2024-05-01T12:28:00,normal,JP,1629,1
txn_01735,874.45,GlobalTech Inc,DDXR24493534874016,ach,2024-04-29T12:38:00,normal,CA,1549,1
txn_01736,5233.94,Delta Systems,XYIX10564814917785,wire,2024-05-01T08:45:00,normal,CH,1310,1
txn_01737,2196.78,Horizon Group,CYFI78261375060685,ach,2024-05-03T11:23:00,normal,CH,351,1
txn_01738,2220.08,Nordic Ventures,XKZD71236851604817,wire,2024-05-02T15:57:00,normal,UK,51,1
txn_01739,11473.73,Shell Corp International,CUCT98679807935978,ach,2024-05-05T03:13:00,suspicious,IN,45,1
txn_01740,2189.74,Delta Systems,ZHKM46519398280737,internal,2024-05-01T14:02:00,normal,TR,3533,1
txn_01741,296925.08,Panama Global SA,DHHC50983930103105,wire,2024-05-04T14:12:00,violation,PA,20,1
txn_01742,1289.46,Acme Corp,DVGW97187072867908,ach,2024-04-29T09:03:00,normal,CH,3411,1
txn_01743,348816.28,Rapid Transfer SA,ZKHE93183933529042,wire,2024-05-05T09:46:00,violation,KY,23,1
txn_01744,810.51,GlobalTech Inc,ZOBR66882634351751,wire,2024-04-30T10:27:00,normal,DE,3288,1
txn_01745,3180.92,Nordic Ventures,HGTQ45461567933410,wire,2024-04-30T10:41:00,normal,CA,1070,1
txn_01746,23257.62,Offshore Holdings Ltd,CMMM87002176591803,wire,2024-05-05T23:24:00,suspicious,KY,63,1
txn_01747,105219.29,Offshore Holdings Ltd,HXBM73830284395995,wire,2024-05-02T00:36:00,violation,BZ,3,1
txn_01748,7801.28,Sterling Industries,OQWL19108839822587,wire,2024-04-30T09:30:00,normal,TR,2767,1
txn_01749,62517.7,Panama Global SA,HEWK36729466711684,wire,2024-04-29T23:00:00,suspicious,VG,21,1
txn_01750,266.29,Sterling Industries,GJGY24451076226838,ach,2024-05-02T14:20:00,normal,MX,1375,1
txn_01751,532.9,Summit Capital,HMCL30515220472779,internal,2024-04-29T12:40:00,normal,FR,1957,1
txn_01752,634.8,Coastal Ventures,UTZH24808613171274,wire,2024-04-29T12:41:00,normal,JP,61,1
txn_01753,17157.55,Pinnacle Holdings,DHHC50983930103105,ach,2024-04-30T16:00:00,normal,ZA,602,2
txn_01754,1513.79,Delta Systems,SREN20450533158692,internal,2024-05-01T15:59:00,normal,BR,830,1
txn_01755,22137.6,Cayman Investments Ltd,ZMQJ86661889241418,wire,2024-04-30T23:05:00,suspicious,PA,51,1
txn_01756,20118.48,Acme Corp,DHHC50983930103105,wire,2024-04-30T17:51:00,normal,ZA,602,2
txn_01757,5331.08,Acme Corp,EOFB46537556464170,internal,2024-05-03T14:08:00,normal,US,576,1
txn_01758,4470.15,Summit Capital,KCYH43320037917693,wire,2024-05-03T14:00:00,normal,BR,493,1
txn_01759,1252.1,Atlas Financial,BTEV75571928565431,wire,2024-05-03T13:50:00,normal,JP,1702,1
txn_01760,13059.19,Anonymous Trading BVI,HJEV83644089268705,wire,2024-05-04T22:32:00,suspicious,BZ,71,1
txn_01761,1989.46,Atlas Financial,DDXR24493534874016,ach,2024-05-02T11:10:00,normal,CA,1549,1
txn_01762,13606.65,Vanguard Services,PBJN22656766182512,ach,2024-05-03T18:54:00,normal,UK,1571,1
txn_01763,343462.6,Panama Global SA,DVGW97187072867908,wire,2024-05-03T04:58:00,violation,VU,29,1
txn_01764,1579.52,Summit Capital,XRKL74443135182337,ach,2024-05-03T08:08:00,normal,UK,1692,1
txn_01765,107.96,Pinnacle Holdings,IKHC47379965075273,ach,2024-04-30T17:08:00,normal,US,3527,1
txn_01766,5407.03,Atlas Financial,OIVA74821759464743,ach,2024-05-03T15:47:00,normal,FR,1149,1
txn_01767,482623.4,Offshore Holdings Ltd,FPWP58416169284511,wire,2024-05-03T18:45:00,violation,PA,22,1
txn_01768,3522.65,Pinnacle Holdings,YHUI87347143455812,wire,2024-04-30T13:14:00,normal,BR,2491,1
txn_01769,17777.23,Pinnacle Holdings,HEWK36729466711684,wire,2024-04-30T11:02:00,normal,FR,3427,1
txn_01770,18281.43,Horizon Group,HFZZ26025634216073,ach,2024-04-29T18:22:00,normal,AU,3155,1
txn_01771,688.35,Meridian Partners,JCIG84249818299229,wire,2024-04-30T09:08:00,normal,UK,950,1
txn_01772,2207.68,Summit Capital,BZKM41395376724238,wire,2024-05-03T13:02:00,normal,AU,1430,2
txn_01773,187267.91,Unnamed Trust,QTQG64037613791805,wire,2024-05-01T00:15:00,violation,WS,3,1
txn_01774,1267.49,Coastal Ventures,GWSP40148902503926,ach,2024-04-30T13:07:00,normal,AU,1659,1
txn_01775,146.48,GlobalTech Inc,UTLS31034131647525,ach,2024-05-02T15:29:00,normal,CH,1654,2
txn_01776,2174.57,Pacific Trading Co,MOKG39636057662702,ach,2024-05-01T08:37:00,normal,CA,1789,1
txn_01777,972.46,Horizon Group,OUAB76617711592124,ach,2024-04-30T08:45:00,normal,DE,928,1
txn_01778,650.26,Summit Capital,JXKH52181883552312,internal,2024-04-30T08:54:00,normal,FR,2818,1
txn_01779,18717.05,Nordic Ventures,WAYS67054668893734,internal,2024-05-01T09:41:00,normal,CA,3404,1
txn_01780,3448.47,Eagle Partners,KOZG87571775140105,internal,2024-04-29T08:34:00,normal,DE,3012,1
txn_01781,381.08,Blue Ridge Capital,QSAT27532697311219,internal,2024-05-03T12:36:00,normal,CH,2016,1
txn_01782,1539.28,Summit Capital,UTZH24808613171274,internal,2024-05-01T10:29:00,normal,JP,61,1
txn_01783,739.25,Meridian Partners,UVUM56101438889937,wire,2024-04-30T13:04:00,normal,CH,2905,1
txn_01784,12217.0,Unnamed Trust,JMNY59051518644925,wire,2024-05-02T23:58:00,suspicious,WS,59,1
txn_01785,1575.42,Apex Solutions,UZTO11798089324609,ach,2024-05-01T13:12:00,normal,DE,1040,1
txn_01786,1789.93,Meridian Partners,AXFP86814473947312,internal,2024-05-03T17:24:00,normal,CH,2364,1
txn_01787,17921.78,Unnamed Trust,QUOI29671756551256,wire,2024-05-04T02:36:00,suspicious,VG,44,1
txn_01788,4928.89,Blue Ridge Capital,DCMP19022941318699,internal,2024-05-03T11:24:00,normal,UK,3478,1
txn_01789,13694.11,Atlas Financial,MWXP86691251778528,internal,2024-05-01T16:49:00,normal,US,426,1
txn_01790,1484.14,Vanguard Services,BBRJ27109477752047,wire,2024-05-01T13:41:00,normal,CH,879,1
txn_01791,426631.21,Rapid Transfer SA,ANPD65726284987769,wire,2024-05-05T09:20:00,violation,VG,23,1
txn_01792,1912.81,Atlas Financial,IOHC78108013267736,internal,2024-04-29T18:01:00,normal,AU,3522,1
txn_01793,11426.27,Unnamed Trust,IGZD52742054932966,wire,2024-05-02T22:05:00,suspicious,ZA,27,1
txn_01794,1005.27,Delta Systems,EBOD51820377889255,ach,2024-05-03T15:51:00,normal,US,2299,1
txn_01795,35562.64,Offshore Holdings Ltd,XKZD71236851604817,wire,2024-05-04T22:55:00,suspicious,VU,53,1
txn_01796,11667.69,Cayman Investments Ltd,DMAK29751613696816,wire,2024-05-05T23:25:00,suspicious,WS,60,1
txn_01797,486.88,Delta Systems,UDAX43321819600133,wire,2024-04-30T12:52:00,normal,AU,3281,1
txn_01798,12947.23,Shell Corp International,RIXS69653287101226,ach,2024-05-04T05:30:00,suspicious,IN,9,1
txn_01799,155.25,Pacific Trading Co,CNDX52809885165604,wire,2024-05-02T08:01:00,normal,AU,824,1
txn_01800,940.09,GlobalTech Inc,HJEV83644089268705,ach,2024-05-07T14:58:00,normal,CA,3568,1
txn_01801,3202.75,Blue Ridge Capital,OEZO88957986872774,ach,2024-05-07T10:33:00,normal,US,2955,1
txn_01802,968.88,Pinnacle Holdings,WLOP59017518636374,wire,2024-05-07T09:22:00,normal,MX,1464,1
txn_01803,240899.56,Shell Corp International,QLAL42357332214188,wire,2024-05-11T21:13:00,violation,PA,6,1
txn_01804,2416.94,Summit Capital,GOWI52991241904966,ach,2024-05-10T12:12:00,normal,DE,2915,1
txn_01805,2272.86,Pinnacle Holdings,ZKHE93183933529042,ach,2024-05-08T17:14:00,normal,CA,2553,1
txn_01806,2726.13,Meridian Partners,KVJJ79627570596401,ach,2024-05-09T11:25:00,normal,CH,3336,1
txn_01807,118224.67,Unknown Entity LLC,OVZJ06403910651801,wire,2024-05-09T05:38:00,violation,BZ,25,1
txn_01808,4990.19,Blue Ridge Capital,LVYX49733484344375,internal,2024-05-06T15:09:00,normal,CH,3357,1
txn_01809,1378.13,Meridian Partners,CPOU44905814770054,internal,2024-05-07T11:45:00,normal,FR,797,1
txn_01810,3894.71,Blue Ridge Capital,UVUM56101438889937,internal,2024-05-08T12:49:00,normal,CH,2905,1
txn_01811,1722.43,Pinnacle Holdings,BFZJ99471746488771,ach,2024-05-07T09:13:00,normal,JP,3570,1
txn_01812,10000.0,Shell Corp International,IKHC47379965075273,ach,2024-05-11T22:22:00,suspicious,VU,86,1
txn_01813,211.13,Nordic Ventures,ZRFL53714785969691,ach,2024-05-07T12:52:00,normal,AU,1089,1
txn_01814,3032.86,Horizon Group,QLAL42357332214188,ach,2024-05-09T14:55:00,normal,TR,3629,1
txn_01815,472.85,Eagle Partners,IHXU79937124065965,wire,2024-05-07T14:00:00,normal,UK,2231,1
txn_01816,379.12,Nordic Ventures,TJLD98327315851493,ach,2024-05-06T09:41:00,normal,US,2108,1
txn_01817,10000.0,Cayman Investments Ltd,UTLS31034131647525,wire,2024-05-10T22:50:00,suspicious,VG,61,1
txn_01818,514.31,Meridian Partners,ZJWC67243426617979,internal,2024-05-06T13:23:00,normal,MX,2349,1
txn_01819,921.63,Meridian Partners,WLOP59017518636374,wire,2024-05-08T08:01:00,normal,MX,1464,1
txn_01820,743.37,Pinnacle Holdings,WLOP59017518636374,ach,2024-05-06T11:51:00,normal,MX,1464,1
txn_01821,1895.8,Pacific Trading Co,OIVA74821759464743,ach,2024-05-06T10:09:00,normal,FR,1149,1
txn_01822,2060.93,Delta Systems,BFZJ99471746488771,internal,2024-05-10T15:36:00,normal,JP,3570,1
txn_01823,2191.29,Eagle Partners,ATKP01543039117182,internal,2024-05-07T13:27:00,normal,DE,2780,1
txn_01824,2843.06,Nordic Ventures,MOKG39636057662702,ach,2024-05-06T12:29:00,normal,CA,1789,1
txn_01825,331.76,Pacific Trading Co,OKNU92459375265479,ach,2024-05-07T17:40:00,normal,DE,441,1
txn_01826,4755.51,Nordic Ventures,KCYH43320037917693,wire,2024-05-10T14:43:00,normal,BR,493,1
txn_01827,3134.06,Pacific Trading Co,MOKG39636057662702,ach,2024-05-09T10:17:00,normal,CA,1789,1
txn_01828,1475.24,Blue Ridge Capital,OHLD58506431713900,ach,2024-05-09T08:31:00,normal,BR,1364,1
txn_01829,545.15,Vanguard Services,HJEV83644089268705,internal,2024-05-06T16:26:00,normal,CA,3568,2
txn_01830,348.48,Vanguard Services,JXKH52181883552312,ach,2024-05-07T11:30:00,normal,FR,2818,1
